Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2022-01-09 15:24:15,GET,CYCLE/COOL,-255,0/76,60.0/-1,26.0,24.0
2022-01-09 15:24:18,GET,CYCLE/COOL,-255,0/79,60.0/-1,25.64,24.0
2022-01-09 15:24:21,GET,CYCLE/COOL,-255,0/82,60.0/-1,26.05,24.0
2022-01-09 15:24:24,GET,CYCLE/COOL,-255,0/85,60.0/-1,26.05,24.0
2022-01-09 15:24:27,SET 'OFF',IDLE/OFF,0,0/0,60.0/-1,26.16,24.0
2022-01-09 15:31:15,SET '15',CYCLE/COOL,-1,0/0,60.0/-1,26.16,0.0
2022-01-09 15:31:18,GET,CYCLE/COOL,-255,0/3,60.0/-1,27.26,26.06
2022-01-09 15:31:21,GET,CYCLE/COOL,-255,0/6,60.0/-1,27.39,26.12
2022-01-09 15:31:24,GET,CYCLE/COOL,-255,0/9,60.0/-1,27.31,26.19
2022-01-09 15:31:27,GET,CYCLE/COOL,-255,0/12,60.0/-1,26.58,26.12
2022-01-09 15:31:30,GET,CYCLE/COOL,-255,0/15,60.0/-1,25.72,26.19
2022-01-09 15:31:33,GET,CYCLE/COOL,-255,0/18,60.0/-1,25.4,26.19
2022-01-09 15:31:37,GET,CYCLE/COOL,-255,0/21,60.0/-1,24.35,26.12
2022-01-09 15:31:40,GET,CYCLE/COOL,-255,0/24,60.0/-1,24.11,26.12
2022-01-09 15:31:43,GET,CYCLE/COOL,-255,0/27,60.0/-1,23.41,26.12
2022-01-09 15:31:46,GET,CYCLE/COOL,-255,0/30,60.0/-1,22.88,26.12
2022-01-09 15:31:49,GET,CYCLE/COOL,-255,0/33,60.0/-1,22.17,26.06
2022-01-09 15:31:52,GET,CYCLE/COOL,-255,0/36,60.0/-1,21.95,26.06
2022-01-09 15:31:55,GET,CYCLE/COOL,-255,0/40,60.0/-1,21.8,26.06
2022-01-09 15:31:58,GET,CYCLE/COOL,-255,0/43,60.0/-1,21.34,26.0
2022-01-09 15:32:01,GET,CYCLE/COOL,-255,0/46,60.0/-1,20.91,26.0
2022-01-09 15:32:04,GET,CYCLE/COOL,-255,0/49,60.0/-1,20.74,26.0
2022-01-09 15:32:07,GET,CYCLE/COOL,-255,0/52,60.0/-1,20.34,25.94
2022-01-09 15:32:10,GET,CYCLE/COOL,-255,0/55,60.0/-1,20.53,25.94
2022-01-09 15:32:13,GET,CYCLE/COOL,-255,0/58,60.0/-1,19.93,25.88
2022-01-09 15:32:16,GET,CYCLE/COOL,-255,0/61,60.0/-1,20.1,25.88
2022-01-09 15:32:19,GET,CYCLE/COOL,-255,0/64,60.0/-1,20.1,25.75
2022-01-09 15:32:22,GET,CYCLE/COOL,-255,0/67,60.0/-1,19.89,25.75
2022-01-09 15:32:25,GET,CYCLE/COOL,-255,0/70,60.0/-1,19.56,25.75
2022-01-09 15:32:28,GET,CYCLE/COOL,-255,0/73,60.0/-1,19.6,25.69
2022-01-09 15:32:31,GET,CYCLE/COOL,-255,0/76,60.0/-1,19.63,25.69
2022-01-09 15:32:34,GET,CYCLE/COOL,-255,0/79,60.0/-1,19.53,25.62
2022-01-09 15:32:37,GET,CYCLE/COOL,-255,0/82,60.0/-1,19.62,25.56
2022-01-09 15:32:40,GET,CYCLE/COOL,-255,0/85,60.0/-1,19.41,25.56
2022-01-09 15:32:43,GET,CYCLE/COOL,-255,0/88,60.0/-1,19.55,25.56
2022-01-09 15:32:46,GET,CYCLE/COOL,-255,0/91,60.0/-1,19.29,25.5
2022-01-09 15:32:49,GET,CYCLE/COOL,-255,0/94,60.0/-1,19.32,25.5
2022-01-09 15:32:53,GET,CYCLE/COOL,-255,0/97,60.0/-1,19.43,25.5
2022-01-09 15:32:56,GET,CYCLE/COOL,-255,0/100,60.0/-1,19.45,25.44
2022-01-09 15:32:59,GET,CYCLE/COOL,-255,0/103,60.0/-1,19.62,25.44
2022-01-09 15:33:02,GET,CYCLE/COOL,-255,0/106,60.0/-1,19.31,25.38
2022-01-09 15:33:05,GET,CYCLE/COOL,-255,0/109,60.0/-1,19.34,25.38
2022-01-09 15:33:08,GET,CYCLE/COOL,-255,0/112,60.0/-1,19.5,25.38
2022-01-09 15:33:11,GET,CYCLE/COOL,-255,0/115,60.0/-1,19.46,25.31
2022-01-09 15:33:14,GET,CYCLE/COOL,-255,0/119,60.0/-1,19.32,25.25
2022-01-09 15:33:17,GET,CYCLE/COOL,-255,0/122,60.0/-1,19.55,25.25
2022-01-09 15:33:20,GET,CYCLE/COOL,-255,0/125,60.0/-1,19.05,25.25
2022-01-09 15:33:23,GET,CYCLE/COOL,-255,0/128,60.0/-1,18.03,25.25
2022-01-09 15:33:26,GET,CYCLE/COOL,-255,0/131,60.0/-1,17.81,25.19
2022-01-09 15:33:29,GET,CYCLE/COOL,-255,0/134,60.0/-1,17.41,25.19
2022-01-09 15:33:32,GET,CYCLE/COOL,-255,0/137,60.0/-1,16.7,25.12
2022-01-09 15:33:35,GET,CYCLE/COOL,-255,0/140,60.0/-1,16.71,25.12
2022-01-09 15:33:38,GET,CYCLE/COOL,-255,0/143,60.0/-1,16.65,25.12
2022-01-09 15:33:41,GET,CYCLE/COOL,-255,0/146,60.0/-1,16.08,25.06
2022-01-09 15:33:44,GET,CYCLE/COOL,-255,0/149,60.0/-1,16.03,25.06
2022-01-09 15:33:47,GET,CYCLE/COOL,-255,0/152,60.0/-1,15.57,25.06
2022-01-09 15:33:50,GET,STABLE/COOL,-255,153/155,15.29/15.52,15.44,25.0
2022-01-09 15:33:53,GET,STABLE/COOL,-255,153/158,15.2/15.47,15.23,24.94
2022-01-09 15:33:56,GET,STABLE/COOL,-255,153/161,15.11/15.43,15.21,24.94
2022-01-09 15:33:59,GET,STABLE/COOL,-255,153/164,15.12/15.46,15.46,24.88
2022-01-09 15:34:02,GET,STABLE/COOL,-255,153/167,15.08/15.36,15.21,24.88
2022-01-09 15:34:05,GET,STABLE/COOL,-239,153/170,14.87/15.21,14.87,24.88
2022-01-09 15:34:09,GET,STABLE/COOL,-255,153/173,14.81/15.1,15.03,24.88
2022-01-09 15:34:12,GET,STABLE/COOL,-207,153/176,14.62/15.01,14.62,24.81
2022-01-09 15:34:15,GET,STABLE/COOL,-233,153/179,14.68/14.95,14.84,24.81
2022-01-09 15:34:18,GET,STABLE/COOL,-255,153/182,14.85/15.17,15.17,24.75
2022-01-09 15:34:21,GET,STABLE/COOL,-201,153/185,14.58/15.23,14.58,24.75
2022-01-09 15:34:24,GET,STABLE/COOL,-213,153/188,14.5/14.88,14.69,24.75
2022-01-09 15:34:27,GET,STABLE/COOL,-206,153/192,14.53/14.72,14.64,24.69
2022-01-09 15:34:30,GET,STABLE/COOL,-223,153/195,14.42/14.85,14.79,24.62
2022-01-09 15:34:33,GET,STABLE/COOL,-247,153/198,14.72/15.0,15.0,24.62
2022-01-09 15:34:36,GET,STABLE/COOL,-255,153/201,14.94/15.25,15.17,24.69
2022-01-09 15:34:39,GET,STABLE/COOL,-255,153/204,15.01/15.29,15.25,24.62
2022-01-09 15:34:42,GET,STABLE/COOL,-255,153/207,14.91/15.38,15.08,24.62
2022-01-09 15:34:45,GET,STABLE/COOL,-239,153/210,14.92/15.16,14.92,24.56
2022-01-09 15:34:48,GET,STABLE/COOL,-255,153/213,15.08/15.42,15.42,24.56
2022-01-09 15:34:51,GET,STABLE/COOL,-255,153/216,15.14/15.35,15.35,24.56
2022-01-09 15:34:54,GET,STABLE/COOL,-255,153/219,14.86/15.42,15.42,24.5
2022-01-09 15:34:57,GET,STABLE/COOL,-249,153/222,14.68/15.42,14.96,24.56
2022-01-09 15:35:00,GET,STABLE/COOL,-255,153/225,15.05/15.2,15.18,24.5
2022-01-09 15:35:03,GET,STABLE/COOL,-255,153/228,15.03/15.24,15.03,24.44
2022-01-09 15:35:06,GET,STABLE/COOL,-249,153/231,14.89/15.08,14.96,24.44
2022-01-09 15:35:09,GET,STABLE/COOL,-248,153/234,14.95/15.29,14.95,24.5
2022-01-09 15:35:10,SET '20',CYCLE/COOL,-245,0/0,60.0/-1,14.92,24.44
2022-01-09 15:35:13,GET,CYCLE/HEAT,127,0/3,60.0/-1,15.05,24.5
2022-01-09 15:35:17,GET,CYCLE/HEAT,127,0/6,60.0/-1,14.95,24.44
2022-01-09 15:35:20,GET,CYCLE/HEAT,127,0/9,60.0/-1,15.11,24.44
2022-01-09 15:35:23,GET,CYCLE/HEAT,127,0/12,60.0/-1,15.89,24.44
2022-01-09 15:35:26,GET,CYCLE/HEAT,127,0/15,60.0/-1,17.6,24.44
2022-01-09 15:35:29,GET,CYCLE/HEAT,127,0/18,60.0/-1,18.92,24.44
2022-01-09 15:35:32,GET,STABLE/HEAT,30,19/21,20.31/20.7,20.7,24.44
2022-01-09 15:35:35,GET,STABLE/COOL,-255,19/24,21.23/22.66,22.66,24.44
2022-01-09 15:35:38,GET,STABLE/COOL,-255,19/27,22.6/24.04,24.04,24.5
2022-01-09 15:35:41,GET,STABLE/COOL,-255,19/30,24.02/25.02,25.02,24.5
2022-01-09 15:35:44,GET,STABLE/COOL,-255,19/33,25.01/25.47,25.47,24.56
2022-01-09 15:35:47,GET,STABLE/COOL,-255,19/36,25.37/25.49,25.48,24.62
2022-01-09 15:35:50,GET,STABLE/COOL,-255,19/39,25.12/25.5,25.23,24.69
2022-01-09 15:35:53,GET,STABLE/COOL,-255,19/43,24.57/25.12,24.66,24.69
2022-01-09 15:35:56,GET,STABLE/COOL,-255,19/46,24.37/24.7,24.53,24.75
2022-01-09 15:35:59,GET,STABLE/COOL,-255,19/49,23.87/24.51,23.87,24.81
2022-01-09 15:36:02,GET,STABLE/COOL,-255,19/52,23.04/23.81,23.04,24.75
2022-01-09 15:36:05,GET,STABLE/COOL,-255,19/55,22.54/22.89,22.54,24.81
2022-01-09 15:36:08,GET,STABLE/COOL,-255,19/58,21.88/22.27,22.08,24.81
2022-01-09 15:36:11,GET,STABLE/COOL,-255,19/61,21.27/22.04,21.27,24.81
2022-01-09 15:36:14,GET,STABLE/COOL,-221,19/64,20.71/21.51,20.71,24.81
2022-01-09 15:36:17,GET,STABLE/COOL,-166,19/67,20.24/20.8,20.24,24.81
2022-01-09 15:36:20,GET,STABLE/COOL,-153,19/70,20.12/20.24,20.12,24.81
2022-01-09 15:36:23,GET,STABLE/COOL,-71,19/73,19.4/19.93,19.45,24.81
2022-01-09 15:36:26,GET,STABLE/COOL,-8,19/76,18.95/19.35,18.95,24.81
2022-01-09 15:36:29,GET,STABLE/COOL,-35,19/79,19.05/19.21,19.21,24.81
2022-01-09 15:36:32,GET,STABLE/COOL,-30,19/82,18.98/19.31,19.2,24.81
2022-01-09 15:36:36,GET,STABLE/COOL,-20,19/85,18.98/19.16,19.16,24.81
2022-01-09 15:36:39,GET,STABLE/COOL,-38,19/88,19.09/19.43,19.33,24.81
2022-01-09 15:36:42,GET,STABLE/COOL,-90,19/91,19.42/19.78,19.78,24.81
2022-01-09 15:36:45,GET,STABLE/COOL,-163,19/94,19.76/20.38,20.38,24.81
2022-01-09 15:36:48,GET,STABLE/COOL,-170,19/97,20.19/20.61,20.43,24.81
2022-01-09 15:36:51,GET,STABLE/COOL,-176,19/100,20.4/20.66,20.46,24.81
2022-01-09 15:36:54,GET,STABLE/COOL,-255,19/103,20.55/21.19,21.19,24.81
2022-01-09 15:36:57,GET,STABLE/COOL,-229,19/106,20.68/20.97,20.84,24.81
2022-01-09 15:37:00,GET,STABLE/COOL,-235,19/109,20.6/20.96,20.86,24.81
2022-01-09 15:37:03,GET,STABLE/COOL,-185,19/112,20.41/20.65,20.42,24.81
2022-01-09 15:37:06,GET,STABLE/COOL,-185,19/115,20.21/20.49,20.4,24.81
2022-01-09 15:37:09,GET,STABLE/COOL,-121,19/118,19.87/20.45,19.87,24.81
2022-01-09 15:37:12,GET,STABLE/COOL,-99,19/122,19.59/19.93,19.69,24.81
2022-01-09 15:37:15,GET,STABLE/COOL,-67,19/125,19.4/19.56,19.45,24.81
2022-01-09 15:37:18,GET,STABLE/COOL,-25,19/128,19.12/19.46,19.12,24.81
2022-01-09 15:37:21,GET,STABLE/COOL,-3,19/131,18.91/19.31,18.98,24.81
2022-01-09 15:37:24,GET,STABLE/COOL,-14,19/134,18.92/19.18,19.11,24.81
2022-01-09 15:37:27,GET,STABLE/COOL,-50,19/137,19.15/19.48,19.43,24.81
2022-01-09 15:37:30,GET,STABLE/COOL,-87,19/140,19.51/19.76,19.75,24.81
2022-01-09 15:37:33,GET,STABLE/COOL,-105,19/143,19.88/20.11,19.9,24.81
2022-01-09 15:37:36,GET,STABLE/COOL,-134,19/146,19.82/20.14,20.14,24.81
2022-01-09 15:37:39,GET,STABLE/COOL,-160,19/149,20.27/20.44,20.35,24.81
2022-01-09 15:37:42,GET,STABLE/COOL,-157,19/152,20.26/20.38,20.31,24.81
2022-01-09 15:37:45,GET,STABLE/COOL,-181,19/155,20.41/20.73,20.5,24.81
2022-01-09 15:37:48,GET,STABLE/COOL,-184,19/158,20.25/20.5,20.5,24.81
2022-01-09 15:37:51,GET,STABLE/COOL,-185,19/161,20.41/20.62,20.49,24.81
2022-01-09 15:37:55,GET,STABLE/COOL,-186,19/164,20.41/20.62,20.48,24.81
2022-01-09 15:37:58,GET,STABLE/COOL,-121,19/167,19.93/20.49,19.93,24.81
2022-01-09 15:38:01,GET,STABLE/COOL,-99,19/170,19.74/20.09,19.74,24.81
2022-01-09 15:38:04,GET,STABLE/COOL,-59,19/173,19.43/19.87,19.43,24.81
2022-01-09 15:38:07,GET,STABLE/COOL,-38,19/176,19.27/19.61,19.27,24.81
2022-01-09 15:38:10,GET,STABLE/COOL,-42,19/179,19.14/19.41,19.33,24.81
2022-01-09 15:38:13,GET,STABLE/COOL,-16,19/182,18.97/19.42,18.97,24.81
2022-01-09 15:38:16,GET,STABLE/COOL,-43,19/185,19.12/19.4,19.4,24.81
2022-01-09 15:38:19,GET,STABLE/COOL,-49,19/188,19.45/19.68,19.47,24.81
2022-01-09 15:38:22,GET,STABLE/COOL,-100,19/191,19.48/19.91,19.91,24.81
2022-01-09 15:38:25,GET,STABLE/COOL,-124,19/194,19.83/20.17,20.1,24.81
2022-01-09 15:38:28,GET,STABLE/COOL,-166,19/198,20.05/20.45,20.45,24.81
2022-01-09 15:38:31,GET,STABLE/COOL,-171,19/201,20.42/20.68,20.46,24.81
2022-01-09 15:38:34,GET,STABLE/COOL,-149,19/204,20.27/20.62,20.27,24.81
2022-01-09 15:38:37,GET,STABLE/COOL,-172,19/207,20.26/20.56,20.45,24.81
2022-01-09 15:38:40,GET,STABLE/COOL,-122,19/210,20.01/20.49,20.01,24.81
2022-01-09 15:38:43,GET,STABLE/COOL,-151,19/213,20.25/20.26,20.25,24.81
2022-01-09 15:38:46,GET,STABLE/COOL,-86,19/216,19.71/20.13,19.71,24.81
2022-01-09 15:38:49,GET,STABLE/COOL,-66,19/219,19.55/19.73,19.55,24.81
2022-01-09 15:38:52,GET,STABLE/COOL,-41,19/222,19.02/19.4,19.38,24.81
2022-01-09 15:38:55,GET,STABLE/COOL,-12,19/225,19.13/19.56,19.16,24.81
2022-01-09 15:38:58,GET,STABLE/HEAT,43,19/228,18.91/19.32,19.32,24.81
2022-01-09 15:39:01,GET,STABLE/HEAT,53,19/231,19.2/19.46,19.2,24.81
2022-01-09 15:39:04,GET,STABLE/HEAT,25,19/234,19.35/19.78,19.69,24.81
2022-01-09 15:39:07,GET,STABLE/HEAT,4,19/237,19.6/20.06,20.06,24.81
2022-01-09 15:39:10,GET,STABLE/COOL,-68,19/240,20.23/20.62,20.56,24.81
2022-01-09 15:39:14,GET,STABLE/COOL,-139,19/243,20.78/21.13,21.11,24.81
2022-01-09 15:39:17,GET,STABLE/COOL,-212,19/246,21.31/21.67,21.67,24.81
2022-01-09 15:39:20,GET,STABLE/COOL,-255,19/249,21.46/21.98,21.98,24.81
2022-01-09 15:39:23,GET,STABLE/COOL,-255,19/252,21.93/22.42,22.29,24.81
2022-01-09 15:39:26,GET,STABLE/COOL,-255,19/255,21.77/22.22,22.06,24.81
2022-01-09 15:39:29,GET,STABLE/COOL,-248,19/258,21.6/22.03,21.67,24.81
2022-01-09 15:39:32,GET,STABLE/COOL,-117,19/263,20.53/21.71,20.53,24.81
2022-01-09 15:39:35,GET,STABLE/COOL,-92,19/266,20.3/20.64,20.3,24.81
2022-01-09 15:39:38,GET,STABLE/COOL,-15,19/269,19.4/20.4,19.4,24.81
2022-01-09 15:39:41,GET,STABLE/HEAT,46,19/272,19.2/19.36,19.26,24.81
2022-01-09 15:39:44,GET,STABLE/HEAT,63,19/275,18.94/19.26,19.05,24.81
2022-01-09 15:39:47,GET,STABLE/HEAT,77,19/278,18.81/18.97,18.9,24.81
2022-01-09 15:39:50,GET,STABLE/HEAT,26,19/281,19.2/19.79,19.79,24.81
2022-01-09 15:39:53,GET,STABLE/HEAT,12,19/284,19.89/20.36,20.36,24.81
2022-01-09 15:39:56,GET,STABLE/COOL,-131,19/287,20.28/21.08,21.08,24.81
2022-01-09 15:39:59,GET,STABLE/COOL,-237,19/290,21.29/21.9,21.9,24.81
2022-01-09 15:40:02,GET,STABLE/COOL,-255,19/293,21.82/22.33,22.17,24.81
2022-01-09 15:40:05,GET,STABLE/COOL,-255,19/296,22.43/22.65,22.65,24.81
2022-01-09 15:40:08,GET,STABLE/COOL,-255,19/299,22.4/22.71,22.4,24.81
2022-01-09 15:40:11,GET,STABLE/COOL,-255,19/302,22.23/22.61,22.61,24.81
2022-01-09 15:40:14,GET,STABLE/COOL,-255,19/305,22.43/22.73,22.73,24.81
2022-01-09 15:40:17,GET,STABLE/COOL,-255,19/308,22.16/22.62,22.33,24.81
2022-01-09 15:40:20,GET,STABLE/COOL,-225,19/311,21.19/22.04,21.19,24.81
2022-01-09 15:40:23,GET,STABLE/COOL,-131,19/314,20.38/21.11,20.38,24.81
2022-01-09 15:40:26,GET,STABLE/COOL,-20,19/317,19.43/20.07,19.46,24.81
2022-01-09 15:40:29,GET,STABLE/HEAT,61,19/320,19.0/19.36,19.0,24.81
2022-01-09 15:40:33,GET,STABLE/HEAT,86,19/323,18.5/18.75,18.69,24.81
2022-01-09 15:40:36,GET,STABLE/HEAT,96,19/326,18.29/18.67,18.64,24.81
2022-01-09 15:40:39,GET,STABLE/HEAT,107,19/330,18.44/18.87,18.56,24.81
2022-01-09 15:40:42,GET,STABLE/HEAT,46,19/333,18.91/19.73,19.61,24.81
2022-01-09 15:40:45,GET,STABLE/HEAT,13,19/336,19.93/20.44,20.44,24.81
2022-01-09 15:40:48,GET,STABLE/COOL,-233,19/339,20.84/21.9,21.9,24.81
2022-01-09 15:40:51,GET,STABLE/COOL,-255,19/342,21.95/22.94,22.94,24.81
2022-01-09 15:40:54,GET,STABLE/COOL,-255,19/345,22.97/23.39,23.19,24.81
2022-01-09 15:40:57,GET,STABLE/COOL,-255,19/348,23.22/23.59,23.59,24.81
2022-01-09 15:41:00,GET,STABLE/COOL,-255,19/351,23.12/23.7,23.12,24.81
2022-01-09 15:41:03,GET,STABLE/COOL,-255,19/354,22.83/23.11,22.83,24.81
2022-01-09 15:41:06,GET,STABLE/COOL,-255,19/357,22.61/22.89,22.68,24.81
2022-01-09 15:41:09,GET,STABLE/COOL,-255,19/360,21.52/22.34,21.52,24.81
2022-01-09 15:41:12,GET,STABLE/COOL,-210,19/363,20.81/21.47,20.9,24.81
2022-01-09 15:41:15,GET,STABLE/COOL,-146,19/366,20.34/20.95,20.34,24.81
2022-01-09 15:41:18,GET,STABLE/COOL,-77,19/369,19.77/20.17,19.77,24.81
2022-01-09 15:41:21,GET,STABLE/HEAT,62,19/372,18.95/19.63,18.98,24.81
2022-01-09 15:41:24,GET,STABLE/HEAT,98,19/375,18.44/18.99,18.47,24.81
2022-01-09 15:41:27,GET,STABLE/HEAT,112,19/378,18.34/18.61,18.35,24.81
2022-01-09 15:41:30,SET '19',CYCLE/HEAT,80,0/0,60.0/-1,18.99,24.81
2022-01-09 15:41:31,SET '18',CYCLE/COOL,-29,0/0,60.0/-1,19.24,24.81
2022-01-09 15:41:34,GET,CYCLE/COOL,-190,0/3,60.0/-1,19.54,24.81
2022-01-09 15:41:37,GET,CYCLE/COOL,-255,0/6,60.0/-1,20.31,24.81
2022-01-09 15:41:40,GET,CYCLE/COOL,-255,0/9,60.0/-1,21.36,24.81
2022-01-09 15:41:41,SET '19',CYCLE/COOL,-255,0/0,60.0/-1,21.65,24.81
2022-01-09 15:41:41,SET '20',CYCLE/COOL,-255,0/0,60.0/-1,21.65,24.81
2022-01-09 15:41:41,SET '21',CYCLE/HEAT,1,0/0,60.0/-1,21.7,24.81
2022-01-09 15:41:42,SET '22',CYCLE/COOL,-27,0/0,60.0/-1,21.23,24.81
2022-01-09 15:41:45,GET,STABLE/HEAT,47,1/3,21.25/21.51,21.25,24.81
2022-01-09 15:41:48,GET,STABLE/HEAT,55,1/6,21.16/21.56,21.16,24.81
2022-01-09 15:41:51,GET,STABLE/HEAT,45,1/9,21.26/21.55,21.38,24.81
2022-01-09 15:41:54,GET,STABLE/HEAT,24,1/12,21.11/21.76,21.76,24.81
2022-01-09 15:41:57,GET,STABLE/HEAT,9,1/15,21.82/22.24,22.24,24.81
2022-01-09 15:42:00,GET,STABLE/COOL,-79,1/18,22.24/22.65,22.65,24.81
2022-01-09 15:42:03,GET,STABLE/COOL,-166,1/21,22.82/23.33,23.33,24.81
2022-01-09 15:42:06,GET,STABLE/COOL,-225,1/24,23.21/23.78,23.76,24.81
2022-01-09 15:42:09,GET,STABLE/COOL,-240,1/27,23.6/23.9,23.82,24.81
2022-01-09 15:42:12,GET,STABLE/COOL,-246,1/30,23.48/23.87,23.81,24.81
2022-01-09 15:42:15,GET,STABLE/COOL,-236,1/33,23.39/23.83,23.66,24.81
2022-01-09 15:42:18,GET,STABLE/COOL,-194,1/37,23.26/23.73,23.26,24.81
2022-01-09 15:42:21,GET,STABLE/COOL,-98,1/40,22.43/22.94,22.43,24.81
2022-01-09 15:42:24,GET,STABLE/COOL,-30,1/43,21.86/22.47,21.86,24.81
2022-01-09 15:42:27,GET,STABLE/HEAT,45,1/46,21.26/21.93,21.26,24.81
2022-01-09 15:42:30,GET,STABLE/HEAT,53,1/49,21.1/21.41,21.18,24.81
2022-01-09 15:42:33,GET,STABLE/HEAT,77,1/52,20.67/21.17,20.85,24.81
2022-01-09 15:42:36,GET,STABLE/HEAT,71,1/55,20.85/21.05,21.03,24.81
2022-01-09 15:42:39,GET,STABLE/HEAT,50,1/58,21.01/21.45,21.45,24.81
2022-01-09 15:42:42,GET,STABLE/HEAT,11,1/61,21.55/22.3,22.3,24.81
2022-01-09 15:42:46,GET,STABLE/COOL,-99,1/64,22.15/22.82,22.82,24.81
2022-01-09 15:42:49,GET,STABLE/COOL,-220,1/67,23.03/23.77,23.77,24.81
2022-01-09 15:42:52,GET,STABLE/COOL,-255,1/70,23.64/24.0,24.0,24.81
2022-01-09 15:42:55,GET,STABLE/COOL,-255,1/73,24.12/24.52,24.51,24.81
2022-01-09 15:42:58,GET,STABLE/COOL,-255,1/76,24.39/25.01,24.57,24.81
2022-01-09 15:43:01,GET,STABLE/COOL,-255,1/79,24.04/24.54,24.04,24.81
2022-01-09 15:43:04,GET,STABLE/COOL,-250,1/82,23.6/24.27,23.6,24.81
2022-01-09 15:43:07,GET,STABLE/COOL,-154,1/85,22.76/23.65,22.76,24.81
2022-01-09 15:43:10,GET,STABLE/COOL,-109,1/88,22.23/22.88,22.36,24.81
2022-01-09 15:43:13,GET,STABLE/COOL,-21,1/91,21.45/22.06,21.45,24.81
2022-01-09 15:43:16,GET,STABLE/HEAT,69,1/94,20.89/21.47,20.89,24.81
2022-01-09 15:43:19,GET,STABLE/HEAT,99,1/97,20.47/20.94,20.5,24.81
2022-01-09 15:43:22,GET,STABLE/HEAT,103,1/100,20.2/20.6,20.55,24.81
2022-01-09 15:43:25,GET,STABLE/HEAT,79,1/103,20.65/21.07,21.04,24.81
2022-01-09 15:43:28,SET 'OFF',IDLE/OFF,0,1/0,21.13/21.59,21.59,24.81
2022-01-09 15:52:17,SET '22',CYCLE/COOL,-127,0/0,60.0/-1,28.23,24.81
2022-01-09 15:52:20,GET,CYCLE/COOL,-127,0/3,60.0/-1,27.66,24.81
2022-01-09 15:52:23,GET,CYCLE/COOL,-127,0/6,60.0/-1,27.78,24.81
