# shear_rate,viscosity_raw,viscosity_avg
816.04,49.21,48.15
816.05,49.32,48.15
816.61,49.37,48.15
818.50,49.26,48.15
821.24,49.04,48.15
821.26,49.16,48.15
821.83,49.21,48.15
819.84,49.56,48.15
821.70,49.45,48.15
827.06,48.93,48.15
828.44,48.88,48.15
830.40,48.76,48.15
830.38,48.88,48.15
828.41,49.23,48.15
830.95,49.05,48.15
829.48,49.34,48.15
833.14,49.16,48.15
834.78,49.10,48.15
836.79,48.98,48.15
834.71,49.34,48.15
834.72,49.46,48.15
834.03,49.66,48.15
833.91,49.79,48.15
838.68,49.35,48.15
840.78,49.23,48.15
840.74,49.35,48.15
840.70,49.48,48.15
837.92,49.93,48.15
837.85,50.06,48.15
846.99,49.11,48.15
846.95,49.24,48.15
844.76,49.61,48.15
848.46,49.31,48.15
849.96,49.26,48.15
847.74,49.64,48.15
849.30,49.58,48.15
847.68,49.90,48.15
847.61,50.03,48.15
853.48,49.47,48.15
854.06,49.53,48.15
856.29,49.40,48.15
857.83,49.35,48.15
855.60,49.73,48.15
855.53,49.87,48.15
857.73,49.74,48.15
859.22,49.69,48.15
859.22,49.82,48.15
859.87,49.88,48.15
862.10,49.75,48.15
863.61,49.70,48.15
863.61,49.84,48.15
864.21,49.90,48.15
865.74,49.85,48.15
867.95,49.72,48.15
870.30,49.59,48.15
872.72,49.45,48.15
868.61,50.05,48.15
867.89,50.27,48.15
871.90,49.94,48.15
874.93,49.73,48.15
874.86,49.87,48.15
874.14,50.09,48.15
878.15,49.76,48.15
882.96,49.36,48.15
878.72,49.97,48.15
878.64,50.11,48.15
881.09,49.97,48.15
881.18,50.25,48.15
878.82,50.67,48.15
885.56,50.04,48.15
888.07,49.90,48.15
886.12,50.26,48.15
885.34,50.49,48.15
887.87,50.35,48.15
890.35,50.21,48.15
894.66,49.86,48.15
892.05,50.30,48.15
889.96,50.67,48.15
888.03,51.04,48.15
895.13,50.38,48.15
896.12,50.41,48.15
898.67,50.27,48.15
898.57,50.42,48.15
898.45,50.58,48.15
901.83,50.34,48.15
904.49,50.20,48.15
906.31,50.14,48.15
908.06,50.09,48.15
911.50,49.85,48.15
909.55,50.22,48.15
908.63,50.47,48.15
908.51,50.63,48.15
905.57,51.11,48.15
913.04,50.42,48.15
915.66,50.28,48.15
910.79,50.97,48.15
910.64,51.14,48.15
918.24,50.45,48.15
924.68,49.90,48.15
918.83,50.68,48.15
920.74,50.63,48.15
920.61,50.79,48.15
923.40,50.64,48.15
926.28,50.48,48.15
926.15,50.65,48.15
926.09,50.82,48.15
931.91,50.34,48.15
936.87,49.96,48.15
935.88,50.22,48.15
927.58,51.28,48.15
931.44,51.02,48.15
934.26,50.86,48.15
934.10,51.04,48.15
937.11,50.88,48.15
936.03,51.15,48.15
935.94,51.33,48.15
945.24,50.49,48.15
945.10,50.66,48.15
937.78,51.80,48.15
943.20,51.38,48.15
949.53,50.87,48.15
953.48,50.61,48.15
950.08,51.13,48.15
949.90,51.32,48.15
953.08,51.15,48.15
958.50,50.74,48.15
958.34,50.92,48.15
959.17,51.00,48.15
962.42,50.83,48.15
965.52,50.66,48.15
965.27,50.85,48.15
965.19,51.04,48.15
965.01,51.23,48.15
967.22,51.16,48.15
972.89,50.74,48.15
972.81,50.92,48.15
966.78,51.74,48.15
976.99,50.83,48.15
980.41,50.65,48.15
976.62,51.22,48.15
978.91,51.15,48.15
982.29,50.98,48.15
983.18,51.06,48.15
986.68,50.88,48.15
986.41,51.08,48.15
982.54,51.66,48.15
995.89,50.47,48.15
998.29,50.40,48.15
991.94,51.23,48.15
989.11,51.71,48.15
999.10,50.86,48.15
1002.58,50.69,48.15
1006.17,50.51,48.15
1002.20,51.09,48.15
1002.09,51.29,48.15
1004.56,51.23,48.15
1012.08,50.65,48.15
1011.90,50.85,48.15
1011.60,51.07,48.15
1011.39,51.27,48.15
1011.36,51.48,48.15
1011.11,51.69,48.15
1010.74,51.92,48.15
1018.56,51.32,48.15
1025.30,50.84,48.15
1029.15,50.65,48.15
1026.00,51.15,48.15
1030.00,50.95,48.15
1032.78,50.87,48.15
1032.66,51.29,48.15
1029.77,51.79,48.15
1040.96,50.88,48.15
1040.75,51.10,48.15
1040.51,51.32,48.15
1044.58,51.12,48.15
1051.70,50.63,48.15
1055.95,50.43,48.15
1049.54,51.24,48.15
1049.28,51.47,48.15
1052.12,51.40,48.15
1055.09,51.32,48.15
1059.45,51.11,48.15
1060.46,51.21,48.15
1064.76,51.00,48.15
1067.82,50.92,48.15
1067.58,51.15,48.15
1062.66,51.84,48.15
1062.33,52.09,48.15
1071.45,51.42,48.15
1079.07,50.90,48.15
1088.43,50.24,48.15
1084.92,50.78,48.15
1079.86,51.47,48.15
1079.44,51.72,48.15
1079.11,51.97,48.15
1083.83,51.75,48.15
1088.47,51.53,48.15
1093.15,51.31,48.15
1087.82,52.03,48.15
1096.06,51.48,48.15
1106.03,50.78,48.15
1105.78,51.02,48.15
1100.34,51.76,48.15
1105.33,51.52,48.15
1104.86,51.79,48.15
1109.78,51.56,48.15
1113.26,51.47,48.15
1112.93,51.73,48.15
1119.59,51.35,48.15
1113.98,52.11,48.15
1117.24,52.04,48.15
1122.22,51.81,48.15
1121.98,52.07,48.15
1127.16,51.83,48.15
1132.39,51.59,48.15
1137.66,51.36,48.15
1131.77,52.14,48.15
1141.07,51.54,48.15
1146.61,51.29,48.15
1152.05,51.04,48.15
1151.83,51.57,48.15
1145.78,52.39,48.15
1145.31,52.68,48.15
1156.94,51.88,48.15
1162.60,51.63,48.15
1168.16,51.38,48.15
1167.95,51.66,48.15
1167.54,51.95,48.15
1160.78,52.82,48.15
1171.00,52.17,48.15
1181.13,51.53,48.15
1180.72,51.82,48.15
1175.96,52.52,48.15
1181.97,52.25,48.15
1181.47,52.56,48.15
1187.74,52.29,48.15
1187.23,52.60,48.15
1179.86,53.54,48.15
1197.44,52.25,48.15
1203.76,51.97,48.15
1191.70,53.32,48.15
1183.79,54.31,48.15
1194.89,53.59,48.15
1206.42,52.86,48.15
1217.89,52.15,48.15
1224.53,51.87,48.15
1231.24,51.58,48.15
1218.41,52.97,48.15
1220.23,53.11,48.15
1224.72,53.02,48.15
1229.24,52.92,48.15
1233.81,52.83,48.15
1233.14,53.18,48.15
1240.17,52.88,48.15
1247.48,52.57,48.15
1238.55,53.62,48.15
1259.30,52.18,48.15
1269.32,51.67,48.15
1247.08,53.84,48.15
1243.44,54.47,48.15
1234.09,55.62,48.15
1241.46,55.29,48.15
1263.23,53.73,48.15
1270.87,53.40,48.15
1261.62,54.53,48.15
1269.35,54.20,48.15
1277.17,53.86,48.15
1282.31,53.76,48.15
1281.18,54.19,48.15
1280.18,54.61,48.15
1294.72,53.74,48.15
1299.57,54.04,48.15
1308.39,53.67,48.15
1298.14,54.89,48.15
1306.62,54.53,48.15
1305.49,54.99,48.15
1313.89,54.63,48.15
1312.48,55.11,48.15
1311.22,55.58,48.15
1316.84,55.48,48.15
1319.22,55.66,48.15
1345.81,53.85,48.15
1337.64,54.89,48.15
1336.35,55.38,48.15
1352.91,54.41,48.15
1341.11,55.77,48.15
1335.81,56.60,48.15
1341.47,56.51,48.15
1362.31,55.19,48.15
1368.79,55.07,48.15
1375.07,54.97,48.15
1373.65,55.49,48.15
1372.10,56.02,48.15
1414.39,53.13,48.15
1432.15,52.20,48.15
1431.56,52.62,48.15
1427.59,53.32,48.15
1464.98,51.02,48.15
1468.38,51.17,48.15
1468.67,51.56,48.15
1472.57,51.69,48.15
1487.80,51.03,48.15
1499.03,50.64,48.15
1499.59,51.02,48.15
1499.83,51.42,48.15
1519.76,50.48,48.15
1528.55,50.32,48.15
1541.26,49.91,48.15
1541.50,50.30,48.15
1538.23,50.95,48.15
1542.83,51.08,48.15
1543.01,51.50,48.15
1543.51,51.91,48.15
1595.18,49.01,48.15
1604.79,48.86,48.15
1601.39,49.50,48.15
1619.48,48.82,48.15
1633.55,48.42,48.15
1629.78,49.08,48.15
1639.99,48.92,48.15
1654.01,48.53,48.15
1714.85,45.56,48.15
1722.69,46.02,48.15
1656.78,50.25,48.15
1695.67,48.44,48.15
1684.20,49.57,48.15
1662.11,51.39,48.15
1670.69,51.37,48.15
1688.49,50.79,48.15
1703.86,50.39,48.15
1772.79,47.03,48.15
1790.27,46.57,48.15
1717.32,51.14,48.15
1748.35,49.87,48.15
1695.56,53.61,48.15
1678.69,55.29,48.15
1735.90,52.26,48.15
1745.08,52.29,48.15
1753.83,52.34,48.15
1773.85,51.74,48.15
1794.89,51.14,48.15
1796.44,51.66,48.15
1796.55,52.25,48.15
1808.48,52.18,48.15
1871.86,49.28,48.15
1850.22,51.06,48.15
1829.10,52.91,48.15
1841.59,52.85,48.15
1828.04,54.32,48.15
1864.98,52.86,48.15
1916.60,50.72,48.15
1916.60,51.38,48.15
1901.95,52.85,48.15
1915.70,52.81,48.15
1941.36,52.11,48.15
1926.04,53.70,48.15
1984.34,51.31,48.15
2056.14,48.47,48.15
2071.65,48.46,48.15
2042.69,50.57,48.15
2042.47,51.34,48.15
2073.61,50.57,48.15
2073.07,51.38,48.15
2106.56,50.56,48.15
2139.30,49.78,48.15
2119.39,51.55,48.15
2154.37,50.71,48.15
2173.38,50.66,48.15
2230.17,48.92,48.15
2229.80,49.78,48.15
2205.51,51.78,48.15
2246.25,50.84,48.15
2310.98,48.91,48.15
2356.09,48.82,48.15
2380.04,48.77,48.15
2425.76,47.85,48.15
2447.67,47.95,48.15
2445.79,49.01,48.15
2498.53,47.97,48.15
2430.97,51.73,48.15
2422.08,53.26,48.15
2546.60,49.28,48.15
2603.36,48.21,48.15
2490.59,53.91,48.15
2550.39,52.65,48.15
2613.13,51.38,48.15
2599.86,53.22,48.15
2711.54,50.19,48.15
2742.96,50.31,48.15
2817.75,48.98,48.15
2855.02,49.04,48.15
2989.81,46.05,48.15
2981.76,47.67,48.15
2965.87,49.62,48.15
2945.89,51.88,48.15
2918.02,54.60,48.15
3086.14,50.46,48.15
3200.40,48.51,48.15
3315.93,46.82,48.15
3373.52,46.93,48.15
3360.20,49.14,48.15
3496.23,47.23,48.15
3643.73,45.32,48.15
3970.40,39.85,48.15
4057.76,39.96,48.15
4016.91,42.75,48.15
4221.06,40.68,48.15
4447.08,38.61,48.15
4393.47,41.74,48.15
5130.78,32.44,48.15
5457.52,30.49,48.15
5111.37,37.13,48.15
5509.14,34.29,48.15
5967.88,31.52,48.15
6258.80,31.18,48.15
6577.11,30.88,48.15
6600.21,33.74,48.15
7009.35,33.36,48.15
7957.74,29.24,48.15
8612.39,28.69,48.15
7933.62,39.55,48.15
13303.19,17.04,48.15
9779.00,39.70,48.15
15742.44,20.47,48.15
56182.04,4.92,48.15
5000000.00,39.60,39.60
15000000.00,116.46,116.46
